name,obf
com.mojang.realmsclient.client.FileDownload$ProgressListener,eiw$b
com.mojang.realmsclient.client.FileDownload$ResourcePackProgressListener,eiw$c
com.mojang.realmsclient.client.FileUpload,eix
com.mojang.realmsclient.client.FileUpload$CustomInputStreamEntity,eix$a
com.mojang.realmsclient.client.Ping,eiy
com.mojang.realmsclient.client.Ping$Region,eiy$a
com.mojang.realmsclient.client.RealmsClient,eiz
com.mojang.realmsclient.client.RealmsClient$CompatibleVersionResponse,eiz$a
com.mojang.realmsclient.client.RealmsClient$Environment,eiz$b
com.mojang.realmsclient.client.RealmsClientConfig,eja
com.mojang.realmsclient.client.RealmsError,ejb
com.mojang.realmsclient.client.Request,ejc
com.mojang.realmsclient.client.Request$Delete,ejc$a
com.mojang.realmsclient.client.Request$Get,ejc$b
com.mojang.realmsclient.client.Request$Post,ejc$c
com.mojang.realmsclient.client.Request$Put,ejc$d
com.mojang.realmsclient.client.UploadStatus,ejd
com.mojang.realmsclient.client.package-info,eje
com.mojang.realmsclient.dto.Backup,ejf
com.mojang.realmsclient.dto.BackupList,ejg
com.mojang.realmsclient.dto.GuardedSerializer,ejh
com.mojang.realmsclient.dto.Ops,eji
com.mojang.realmsclient.dto.PendingInvite,ejj
com.mojang.realmsclient.dto.PendingInvitesList,ejk
com.mojang.realmsclient.dto.PingResult,ejl
com.mojang.realmsclient.dto.PlayerInfo,ejm
com.mojang.realmsclient.dto.RealmsDescriptionDto,ejn
com.mojang.realmsclient.dto.RealmsNews,ejo
com.mojang.realmsclient.dto.RealmsNotification,ejp
com.mojang.realmsclient.dto.RealmsNotification$VisitUrl,ejp$a
com.mojang.realmsclient.dto.RealmsServer,ejq
com.mojang.realmsclient.dto.RealmsServer$McoServerComparator,ejq$a
com.mojang.realmsclient.dto.RealmsServer$State,ejq$b
com.mojang.realmsclient.dto.RealmsServer$WorldType,ejq$c
com.mojang.realmsclient.dto.RealmsServerAddress,ejr
com.mojang.realmsclient.dto.RealmsServerList,ejs
com.mojang.realmsclient.dto.RealmsServerPing,ejt
com.mojang.realmsclient.dto.RealmsServerPlayerList,eju
com.mojang.realmsclient.dto.RealmsServerPlayerLists,ejv
com.mojang.realmsclient.dto.RealmsText,ejw
com.mojang.realmsclient.dto.RealmsWorldOptions,ejx
com.mojang.realmsclient.dto.RealmsWorldResetDto,ejy
com.mojang.realmsclient.dto.ReflectionBasedSerialization,ejz
com.mojang.realmsclient.dto.RegionPingResult,eka
com.mojang.realmsclient.dto.ServerActivity,ekb
com.mojang.realmsclient.dto.ServerActivityList,ekc
com.mojang.realmsclient.dto.Subscription,ekd
com.mojang.realmsclient.dto.Subscription$SubscriptionType,ekd$a
com.mojang.realmsclient.dto.UploadInfo,eke
com.mojang.realmsclient.dto.ValueObject,ekf
com.mojang.realmsclient.dto.WorldDownload,ekg
com.mojang.realmsclient.dto.WorldTemplate,ekh
com.mojang.realmsclient.dto.WorldTemplate$WorldTemplateType,ekh$a
com.mojang.realmsclient.dto.WorldTemplatePaginatedList,eki
com.mojang.realmsclient.dto.package-info,ekj
com.mojang.realmsclient.exception.RealmsDefaultUncaughtExceptionHandler,ekk
com.mojang.realmsclient.exception.RealmsHttpException,ekl
com.mojang.realmsclient.exception.RealmsServiceException,ekm
com.mojang.realmsclient.exception.RetryCallException,ekn
com.mojang.realmsclient.exception.package-info,eko
com.mojang.realmsclient.gui.ErrorCallback,ekp
com.mojang.realmsclient.gui.RealmsDataFetcher,ekq
com.mojang.realmsclient.gui.RealmsNewsManager,ekr
com.mojang.realmsclient.gui.RealmsServerList,eks
com.mojang.realmsclient.gui.RealmsWorldSlotButton,ekt
com.mojang.realmsclient.gui.RealmsWorldSlotButton$Action,ekt$a
com.mojang.realmsclient.gui.RealmsWorldSlotButton$State,ekt$b
com.mojang.realmsclient.gui.RowButton,eku
com.mojang.realmsclient.gui.package-info,ekv
com.mojang.realmsclient.gui.screens.RealmsBackupInfoScreen,ekw
com.mojang.realmsclient.gui.screens.RealmsBackupInfoScreen$BackupInfoList,ekw$a
com.mojang.realmsclient.gui.screens.RealmsBackupInfoScreen$BackupInfoListEntry,ekw$b
com.mojang.realmsclient.gui.screens.RealmsBackupScreen,ekx
com.mojang.realmsclient.gui.screens.RealmsBackupScreen$1,ekx$1
com.mojang.realmsclient.gui.screens.RealmsBackupScreen$BackupObjectSelectionList,ekx$a
com.mojang.realmsclient.gui.screens.RealmsBackupScreen$Entry,ekx$b
com.mojang.realmsclient.gui.screens.RealmsBrokenWorldScreen,eky
com.mojang.realmsclient.gui.screens.RealmsClientOutdatedScreen,ekz
com.mojang.realmsclient.gui.screens.RealmsConfigureWorldScreen,ela
com.mojang.realmsclient.gui.screens.RealmsConfigureWorldScreen$1,ela$1
com.mojang.realmsclient.gui.screens.RealmsConfirmScreen,elb
com.mojang.realmsclient.gui.screens.RealmsCreateRealmScreen,elc
com.mojang.realmsclient.gui.screens.RealmsDownloadLatestWorldScreen,eld
com.mojang.realmsclient.gui.screens.RealmsDownloadLatestWorldScreen$DownloadStatus,eld$a
com.mojang.realmsclient.gui.screens.RealmsGenericErrorScreen,ele
com.mojang.realmsclient.gui.screens.RealmsGenericErrorScreen$ErrorMessage,ele$a
com.mojang.realmsclient.gui.screens.RealmsInviteScreen,elf
com.mojang.realmsclient.gui.screens.RealmsLongConfirmationScreen,elg
com.mojang.realmsclient.gui.screens.RealmsLongConfirmationScreen$Type,elg$a
com.mojang.realmsclient.gui.screens.RealmsLongRunningMcoTaskScreen,elh
com.mojang.realmsclient.gui.screens.RealmsNotificationsScreen,eli
com.mojang.realmsclient.gui.screens.RealmsNotificationsScreen$1,eli$1
com.mojang.realmsclient.gui.screens.RealmsNotificationsScreen$2,eli$2
com.mojang.realmsclient.gui.screens.RealmsNotificationsScreen$3,eli$3
com.mojang.realmsclient.gui.screens.RealmsNotificationsScreen$DataFetcherConfiguration,eli$a
com.mojang.realmsclient.gui.screens.RealmsParentalConsentScreen,elj
com.mojang.realmsclient.gui.screens.RealmsPendingInvitesScreen,elk
com.mojang.realmsclient.gui.screens.RealmsPendingInvitesScreen$1,elk$1
com.mojang.realmsclient.gui.screens.RealmsPendingInvitesScreen$2,elk$2
com.mojang.realmsclient.gui.screens.RealmsPendingInvitesScreen$3,elk$3
com.mojang.realmsclient.gui.screens.RealmsPendingInvitesScreen$Entry,elk$a
com.mojang.realmsclient.gui.screens.RealmsPendingInvitesScreen$Entry$AcceptRowButton,elk$a$a
com.mojang.realmsclient.gui.screens.RealmsPendingInvitesScreen$Entry$RejectRowButton,elk$a$b
com.mojang.realmsclient.gui.screens.RealmsPendingInvitesScreen$PendingInvitationSelectionList,elk$b
com.mojang.realmsclient.gui.screens.RealmsPlayerScreen,ell
com.mojang.realmsclient.gui.screens.RealmsPlayerScreen$Entry,ell$a
com.mojang.realmsclient.gui.screens.RealmsPlayerScreen$InvitedObjectSelectionList,ell$b
com.mojang.realmsclient.gui.screens.RealmsResetNormalWorldScreen,elm
com.mojang.realmsclient.gui.screens.RealmsResetWorldScreen,eln
com.mojang.realmsclient.gui.screens.RealmsResetWorldScreen$1,eln$1
com.mojang.realmsclient.gui.screens.RealmsResetWorldScreen$FrameButton,eln$a
com.mojang.realmsclient.gui.screens.RealmsSelectFileToUploadScreen,elo
com.mojang.realmsclient.gui.screens.RealmsSelectFileToUploadScreen$Entry,elo$a
com.mojang.realmsclient.gui.screens.RealmsSelectFileToUploadScreen$WorldSelectionList,elo$b
com.mojang.realmsclient.gui.screens.RealmsSelectWorldTemplateScreen,elp
com.mojang.realmsclient.gui.screens.RealmsSelectWorldTemplateScreen$1,elp$1
com.mojang.realmsclient.gui.screens.RealmsSelectWorldTemplateScreen$Entry,elp$a
com.mojang.realmsclient.gui.screens.RealmsSelectWorldTemplateScreen$WorldTemplateObjectSelectionList,elp$b
com.mojang.realmsclient.gui.screens.RealmsSettingsScreen,elq
com.mojang.realmsclient.gui.screens.RealmsSlotOptionsScreen,elr
com.mojang.realmsclient.gui.screens.RealmsSlotOptionsScreen$SettingsSlider,elr$a
com.mojang.realmsclient.gui.screens.RealmsSubscriptionInfoScreen,els
com.mojang.realmsclient.gui.screens.RealmsSubscriptionInfoScreen$1,els$1
com.mojang.realmsclient.gui.screens.RealmsTermsScreen,elt
com.mojang.realmsclient.gui.screens.RealmsUploadScreen,elu
com.mojang.realmsclient.gui.screens.UploadResult,elv
com.mojang.realmsclient.gui.screens.UploadResult$Builder,elv$a
com.mojang.realmsclient.gui.screens.package-info,elw
com.mojang.realmsclient.gui.task.DataFetcher,elx
com.mojang.realmsclient.gui.task.DataFetcher$ComputationResult,elx$a
com.mojang.realmsclient.gui.task.DataFetcher$SubscribedTask,elx$b
com.mojang.realmsclient.gui.task.DataFetcher$Subscription,elx$c
com.mojang.realmsclient.gui.task.DataFetcher$SuccessfulComputationResult,elx$d
com.mojang.realmsclient.gui.task.DataFetcher$Task,elx$e
com.mojang.realmsclient.gui.task.RepeatedDelayStrategy,ely
com.mojang.realmsclient.gui.task.RepeatedDelayStrategy$1,ely$1
com.mojang.realmsclient.gui.task.RepeatedDelayStrategy$2,ely$2
com.mojang.realmsclient.gui.task.package-info,elz
com.mojang.realmsclient.package-info,ema
com.mojang.realmsclient.util.JsonUtils,emb
com.mojang.realmsclient.util.LevelType,emc
com.mojang.realmsclient.util.RealmsPersistence,emd
com.mojang.realmsclient.util.RealmsPersistence$RealmsPersistenceData,emd$a
com.mojang.realmsclient.util.RealmsTextureManager,eme
com.mojang.realmsclient.util.RealmsTextureManager$RealmsTexture,eme$a
com.mojang.realmsclient.util.RealmsUtil,emf
com.mojang.realmsclient.util.RealmsUtil$1,emf$1
com.mojang.realmsclient.util.TextRenderingUtils,emg
com.mojang.realmsclient.util.TextRenderingUtils$Line,emg$a
com.mojang.realmsclient.util.TextRenderingUtils$LineSegment,emg$b
com.mojang.realmsclient.util.UploadTokenCache,emh
com.mojang.realmsclient.util.WorldGenerationInfo,emi
com.mojang.realmsclient.util.package-info,emj
com.mojang.realmsclient.util.task.CloseServerTask,emk
com.mojang.realmsclient.util.task.ConnectTask,eml
com.mojang.realmsclient.util.task.DownloadTask,emm
com.mojang.realmsclient.util.task.GetServerDetailsTask,emn
com.mojang.realmsclient.util.task.LongRunningTask,emo
com.mojang.realmsclient.util.task.OpenServerTask,emp
com.mojang.realmsclient.util.task.ResettingGeneratedWorldTask,emq
com.mojang.realmsclient.util.task.ResettingTemplateWorldTask,emr
com.mojang.realmsclient.util.task.ResettingWorldTask,ems
com.mojang.realmsclient.util.task.RestoreTask,emt
com.mojang.realmsclient.util.task.SwitchMinigameTask,emu
com.mojang.realmsclient.util.task.SwitchSlotTask,emv
com.mojang.realmsclient.util.task.WorldCreationTask,emw
com.mojang.realmsclient.util.task.package-info,emx
net.minecraft.BlockUtil,l
net.minecraft.BlockUtil$FoundRectangle,l$a
net.minecraft.BlockUtil$IntBounds,l$b
net.minecraft.CharPredicate,m
net.minecraft.ChatFormatting,n
net.minecraft.CrashReport,o
net.minecraft.CrashReportCategory,p
net.minecraft.CrashReportCategory$Entry,p$a
net.minecraft.CrashReportDetail,q
net.minecraft.DefaultUncaughtExceptionHandler,r
net.minecraft.DefaultUncaughtExceptionHandlerWithName,s
net.minecraft.DetectedVersion,t
net.minecraft.FieldsAreNonnullByDefault,u
net.minecraft.FileUtil,v
net.minecraft.MethodsReturnNonnullByDefault,w
net.minecraft.Optionull,x
net.minecraft.ReportedException,y
net.minecraft.ResourceLocationException,z
net.minecraft.SharedConstants,aa
net.minecraft.SystemReport,ab
net.minecraft.Util,ac
net.minecraft.Util$1,ac$1
net.minecraft.Util$10,ac$2
net.minecraft.Util$11,ac$3
net.minecraft.Util$2,ac$4
net.minecraft.Util$5,ac$5
net.minecraft.Util$6,ac$6
net.minecraft.Util$7,ac$7
net.minecraft.Util$8,ac$8
net.minecraft.Util$9,ac$9
net.minecraft.Util$IdentityStrategy,ac$a
net.minecraft.Util$OS,ac$b
net.minecraft.Util$OS$1,ac$b$1
net.minecraft.Util$OS$2,ac$b$2
net.minecraft.WorldVersion,ad
net.minecraft.advancements.Advancement,ae
net.minecraft.advancements.Advancement$Builder,ae$a
net.minecraft.advancements.AdvancementList,af
net.minecraft.advancements.AdvancementList$Listener,af$a
net.minecraft.advancements.AdvancementProgress,ag
net.minecraft.advancements.AdvancementProgress$Serializer,ag$a
net.minecraft.advancements.AdvancementRewards,ah
net.minecraft.advancements.AdvancementRewards$Builder,ah$a
net.minecraft.advancements.CriteriaTriggers,ai
net.minecraft.advancements.Criterion,aj
net.minecraft.advancements.CriterionProgress,ak
net.minecraft.advancements.CriterionTrigger,al
net.minecraft.advancements.CriterionTrigger$Listener,al$a
net.minecraft.advancements.CriterionTriggerInstance,am
net.minecraft.advancements.DisplayInfo,an
net.minecraft.advancements.FrameType,ao
net.minecraft.advancements.RequirementsStrategy,ap
net.minecraft.advancements.TreeNodePosition,aq
net.minecraft.advancements.critereon.AbstractCriterionTriggerInstance,ar
net.minecraft.advancements.critereon.BeeNestDestroyedTrigger,as
net.minecraft.advancements.critereon.BeeNestDestroyedTrigger$TriggerInstance,as$a
net.minecraft.advancements.critereon.BlockPredicate,at
net.minecraft.advancements.critereon.BlockPredicate$Builder,at$a
net.minecraft.advancements.critereon.BredAnimalsTrigger,au
net.minecraft.advancements.critereon.BredAnimalsTrigger$TriggerInstance,au$a
net.minecraft.advancements.critereon.BrewedPotionTrigger,av
net.minecraft.advancements.critereon.BrewedPotionTrigger$TriggerInstance,av$a
net.minecraft.advancements.critereon.ChangeDimensionTrigger,aw
net.minecraft.advancements.critereon.ChangeDimensionTrigger$TriggerInstance,aw$a
net.minecraft.advancements.critereon.ChanneledLightningTrigger,ax
net.minecraft.advancements.critereon.ChanneledLightningTrigger$TriggerInstance,ax$a
net.minecraft.advancements.critereon.ConstructBeaconTrigger,ay
net.minecraft.advancements.critereon.ConstructBeaconTrigger$TriggerInstance,ay$a
net.minecraft.advancements.critereon.ConsumeItemTrigger,az
net.minecraft.advancements.critereon.ConsumeItemTrigger$TriggerInstance,az$a
net.minecraft.advancements.critereon.ContextAwarePredicate,ba
net.minecraft.advancements.critereon.CuredZombieVillagerTrigger,bb
net.minecraft.advancements.critereon.CuredZombieVillagerTrigger$TriggerInstance,bb$a
net.minecraft.advancements.critereon.DamagePredicate,bc
net.minecraft.advancements.critereon.DamagePredicate$Builder,bc$a
net.minecraft.advancements.critereon.DamageSourcePredicate,bd
net.minecraft.advancements.critereon.DamageSourcePredicate$Builder,bd$a
net.minecraft.advancements.critereon.DeserializationContext,be
net.minecraft.advancements.critereon.DistancePredicate,bf
net.minecraft.advancements.critereon.DistanceTrigger,bg
net.minecraft.advancements.critereon.DistanceTrigger$TriggerInstance,bg$a
net.minecraft.advancements.critereon.EffectsChangedTrigger,bh
net.minecraft.advancements.critereon.EffectsChangedTrigger$TriggerInstance,bh$a
net.minecraft.advancements.critereon.EnchantedItemTrigger,bi
net.minecraft.advancements.critereon.EnchantedItemTrigger$TriggerInstance,bi$a
net.minecraft.advancements.critereon.EnchantmentPredicate,bj
net.minecraft.advancements.critereon.EnterBlockTrigger,bk
net.minecraft.advancements.critereon.EnterBlockTrigger$TriggerInstance,bk$a
net.minecraft.advancements.critereon.EntityEquipmentPredicate,bl
net.minecraft.advancements.critereon.EntityEquipmentPredicate$Builder,bl$a
net.minecraft.advancements.critereon.EntityFlagsPredicate,bm
net.minecraft.advancements.critereon.EntityFlagsPredicate$Builder,bm$a
net.minecraft.advancements.critereon.EntityHurtPlayerTrigger,bn
net.minecraft.advancements.critereon.EntityHurtPlayerTrigger$TriggerInstance,bn$a
net.minecraft.advancements.critereon.EntityPredicate,bo
net.minecraft.advancements.critereon.EntityPredicate$Builder,bo$a
net.minecraft.advancements.critereon.EntitySubPredicate,bp
net.minecraft.advancements.critereon.EntitySubPredicate$1,bp$1
net.minecraft.advancements.critereon.EntitySubPredicate$Type,bp$a
net.minecraft.advancements.critereon.EntitySubPredicate$Types,bp$b
net.minecraft.advancements.critereon.EntityTypePredicate,bq
net.minecraft.advancements.critereon.EntityTypePredicate$1,bq$1
net.minecraft.advancements.critereon.EntityTypePredicate$TagPredicate,bq$a
net.minecraft.advancements.critereon.EntityTypePredicate$TypePredicate,bq$b
net.minecraft.advancements.critereon.EntityVariantPredicate,br
net.minecraft.advancements.critereon.EntityVariantPredicate$1,br$1
net.minecraft.advancements.critereon.FilledBucketTrigger,bs
net.minecraft.advancements.critereon.FilledBucketTrigger$TriggerInstance,bs$a
net.minecraft.advancements.critereon.FishingHookPredicate,bt
net.minecraft.advancements.critereon.FishingRodHookedTrigger,bu
net.minecraft.advancements.critereon.FishingRodHookedTrigger$TriggerInstance,bu$a
net.minecraft.advancements.critereon.FluidPredicate,bv
net.minecraft.advancements.critereon.FluidPredicate$Builder,bv$a
net.minecraft.advancements.critereon.ImpossibleTrigger,bw
net.minecraft.advancements.critereon.ImpossibleTrigger$TriggerInstance,bw$a
net.minecraft.advancements.critereon.InventoryChangeTrigger,bx
net.minecraft.advancements.critereon.InventoryChangeTrigger$TriggerInstance,bx$a
net.minecraft.advancements.critereon.ItemDurabilityTrigger,by
net.minecraft.advancements.critereon.ItemDurabilityTrigger$TriggerInstance,by$a
net.minecraft.advancements.critereon.ItemPredicate,bz
net.minecraft.advancements.critereon.ItemPredicate$Builder,bz$a
